satelite_id,Datetime,a0,a1,a2,IODE,C_rs,Delta n0,M0,C_uc,e,C_us,sqrt(A),T_oe,C_ic,OMEGA0,C_is,i0,C_rc,omega,OMEGA DOT,IDOT,Codes on L2 channel,GPS Week,L2 P,SV accurracy,SV health,TGD,IODC,t_tm,Fit Interval
G01,2024-10-02 00:00:00,0.00018324237316850003,-1.0118128557220001e-11,0.0,67.0,76.59375,6.3374068355750005e-09,1.148768891658,4.120171070099001e-06,0.013506421586499999,6.727874279022e-06,5153.62471962,259200.0,-2.495944499969e-07,-2.313017598307,1.657754182816e-07,0.9537287385616001,248.6875,1.035585667225,-8.598572450771e-09,3.468001599044e-10,1.0,2334.0,0.0,2.8,63.0,-1.9557774066930002e-08,67.0,252018.0,4.0
G01,2024-10-02 02:00:00,0.0001831697300076,-1.0118128557220001e-11,0.0,85.0,81.96875,6.1799002747950005e-09,2.199079985057,4.144385457039e-06,0.013506668386980001,6.906688213347999e-06,5153.622468948,266400.0,-7.82310962677e-08,-2.313079140345,-3.1478703022e-07,0.9537338192761,241.84375,1.035499265821,-8.13891044686e-09,5.146642949766001e-10,1.0,2334.0,0.0,2.8,63.0,-1.9557774066930002e-08,85.0,259218.0,4.0
G01,2024-10-02 04:00:00,0.0001830966211855,-1.0118128557220001e-11,0.0,135.0,86.25,6.105254308348e-09,-3.033892899623,4.18908894062e-06,0.01350614218973,6.914138793945e-06,5153.623458862,273600.0,1.2107193469999998e-07,-2.313137521017,-2.644956111908e-07,0.9537376989348,242.06249999999997,1.035510503958,-8.10998067039e-09,5.557374344091e-10,1.0,2334.0,0.0,4.0,63.0,-1.9557774066930002e-08,135.0,266418.0,4.0
G01,2024-10-02 05:59:44,0.0001830230467021,-1.0118128557220001e-11,0.0,8.0,89.0,6.087753579372e-09,-1.986069239481,4.434958100319e-06,0.01350727316458,6.115064024925e-06,5153.6207733149995,280784.0,2.160668373108e-07,-2.313196454672,-9.872019290924e-08,0.9537422339808,252.1875,1.035577093063,-8.135338869518001e-09,6.682421206809e-10,1.0,2334.0,0.0,2.0,63.0,-1.9557774066930002e-08,8.0,280206.0,4.0
G01,2024-10-02 06:00:00,0.0001830239780247,-1.0118128557220001e-11,0.0,182.0,89.0,6.088110737106e-09,-1.983735318996,4.434958100319e-06,0.01350727467798,6.115064024925e-06,5153.620779037,280800.0,2.160668373108e-07,-2.313196587797,-9.872019290924e-08,0.9537422632392,252.1875,1.035577025768,-8.135338869518001e-09,6.682421206809e-10,1.0,2334.0,0.0,4.0,63.0,-1.9557774066930002e-08,182.0,273618.0,4.0
G01,2024-10-02 07:59:44,0.00018294993788000002,-1.0118128557220001e-11,0.0,9.0,84.28125,6.121326406387e-09,-0.9357715508012,4.669651389122e-06,0.013507468742319999,6.154179573059e-06,5153.62266922,287984.0,9.872019290924e-08,-2.313255215702,2.719461917877e-07,0.9537450939857002,258.0,1.035502962615,-8.493210919183e-09,5.393081786361e-10,1.0,2334.0,0.0,2.0,63.0,-1.9557774066930002e-08,9.0,280818.0,4.0
G01,2024-10-02 10:00:00,0.0001828768290579,-1.0118128557220001e-11,0.0,10.0,85.3125,6.059895276105e-09,0.11678314837260001,4.4964253902439995e-06,0.01350761484355,6.305053830147e-06,5153.622919083,295200.0,-1.229345798492e-07,-2.313316545617,2.5145709514619995e-07,0.9537488361301,256.96875,1.035505550517,-8.499996916133e-09,4.793056792911e-10,1.0,2334.0,0.0,2.0,63.0,-1.9557774066930002e-08,10.0,288018.0,4.0
G01,2024-10-02 12:00:00,0.0001828037202358,-1.0118128557220001e-11,0.0,11.0,83.40625,5.979891943645e-09,1.166921750563,4.332512617110999e-06,0.01350924151484,6.973743438721e-06,5153.626710892,302400.0,-2.1792948245999998e-07,-2.313376991929,3.5390257835390003e-08,0.9537515805645,243.18749999999997,1.035587987414,-8.471067139663001e-09,3.410856361573e-10,1.0,2334.0,0.0,2.0,63.0,-1.9557774066930002e-08,11.0,295218.0,4.0
G01,2024-10-02 14:00:00,0.00018273107707500002,-1.0118128557220001e-11,0.0,12.0,88.5,5.8652443109680005e-09,2.217232130058,4.4312328100199995e-06,0.01350953802466,7.1972608566279995e-06,5153.624370574999,309600.0,-9.313225746155e-09,-2.313437651827,-2.961605787277e-07,0.9537559678558001,235.62500000000003,1.035498439272,-8.112123616796e-09,4.4930442961869996e-10,1.0,2334.0,0.0,2.0,63.0,-1.9557774066930002e-08,12.0,302418.0,4.0
G01,2024-10-02 16:00:00,0.0001826579682529,-1.0118128557220001e-11,0.0,13.0,92.5625,5.825242644738e-09,-3.015738740183,4.783272743224999e-06,0.013509036973120002,7.193535566329999e-06,5153.625274658,316800.0,1.0430812835689999e-07,-2.313495186932,-1.4901161193850001e-07,0.9537594847108001,234.96875,1.035504200243,-8.004261981068e-09,4.2930359650370004e-10,1.0,2334.0,0.0,2.0,63.0,-1.9557774066930002e-08,13.0,309618.0,4.0
G01,2024-10-02 18:00:00,0.0001825848594308,-1.0118128557220001e-11,0.0,14.0,96.5,5.917389340161e-09,-1.965586216864,4.991888999939e-06,0.01351005397737,6.8433582782749995e-06,5153.622743607,324000.0,2.235174179077e-07,-2.313552822979,-1.266598701477e-07,0.9537626402251,244.375,1.035572480482,-8.040334912222001e-09,4.1680307580680007e-10,1.0,2334.0,0.0,2.0,63.0,-1.9557774066930002e-08,14.0,316818.0,4.0
G01,2024-10-02 20:00:00,0.0001825117506087,-1.0118128557220001e-11,0.0,15.0,93.375,6.14204155497e-09,-0.9153043145329001,4.880130290985e-06,0.01351026841439,6.543472409248e-06,5153.624286652,331200.0,5.2154064178470006e-08,-2.313611007619,3.091990947723e-07,0.9537632531878,249.9375,1.035512388196,-8.481781871689e-09,2.6822545838130003e-10,1.0,2334.0,0.0,2.0,63.0,-1.9557774066930002e-08,15.0,324018.0,4.0
G01,2024-10-02 22:00:00,0.0001824386417866,-1.0118128557220001e-11,0.0,16.0,90.8125,6.2681182351410005e-09,0.13490363875230002,4.9602240324020005e-06,0.01350990938954,6.556510925292999e-06,5153.623493195,338400.0,-8.381903171539e-08,-2.313672894906,1.6950070858e-07,0.9537649077482,248.21875000000003,1.03552826232,-8.586429087808e-09,2.803688213439e-10,1.0,2334.0,0.0,2.8,63.0,-1.9557774066930002e-08,16.0,331218.0,4.0
G01,2024-10-03 00:00:00,0.0001823655329645,-1.0118128557220001e-11,0.0,17.0,87.28125,6.228116568911e-09,1.185034028121,4.677101969718999e-06,0.01351152954157,7.476657629013e-06,5153.627418518,345600.0,-2.719461917877e-07,-2.313734899226,1.471489667892e-07,0.9537669807031,234.28125,1.035620889904,-8.524640799792e-09,3.335853237391e-10,1.0,2334.0,0.0,2.8,63.0,-1.9557774066930002e-08,17.0,338418.0,4.0
G02,2024-10-02 00:00:00,-0.0003461358137429,8.071765478235e-12,0.0,22.0,-31.40625,4.0994564731030006e-09,-0.16318482079990002,-1.618638634682e-06,0.016177288605830002,1.1872500181200002e-05,5153.687566757,259200.0,-2.6635825633999996e-07,-0.31811720807000005,-2.365559339523e-07,0.9672036096955001,161.78125,-1.124653588279,-7.979260939675e-09,-2.7358282439420003e-10,1.0,2334.0,0.0,2.0,0.0,-1.769512891769e-08,22.0,252018.0,4.0
G02,2024-10-02 02:00:00,-0.00034607714042070005,8.071765478235e-12,0.0,23.0,-50.1875,4.1391009815980006e-09,0.8869037773880001,-3.0491501092909996e-06,0.01617970259394,1.1445954442020003e-05,5153.6927948,266400.0,1.862645149231e-08,-0.31817459395750003,-3.296881914139e-07,0.967201100791,167.84375,-1.124573914835,-7.986761252093e-09,-3.7180120129810003e-10,1.0,2334.0,0.0,2.0,0.0,-1.769512891769e-08,23.0,259218.0,4.0
G02,2024-10-02 04:00:00,-0.00034601893276,8.071765478230001e-12,0.0,24.0,-60.21875,4.19874632321e-09,1.93714434204,-3.03238630295e-06,0.016179961618,1.0857358574900002e-05,5153.69065666,273600.0,2.55182385445e-07,-0.318230057571,-1.11758708954e-08,0.967199634947,164.8125,-1.12464808478,-7.6328179375e-09,-4.6180495031600003e-10,1.0,2334.0,0.0,2.0,0.0,-1.76951289177e-08,24.0,266406.0,4.0
G02,2024-10-02 06:00:00,-0.00034596025943800003,8.071765478230001e-12,0.0,30.0,-59.25,4.19374611493e-09,2.98725806,-2.80886888504e-06,0.0161783043295,1.1723488569300001e-05,5153.69405746,280800.0,2.4586915969799997e-07,-0.31828581669300005,2.4959444999699996e-07,0.9671966476680001,150.5,-1.12459364667,-7.63210362204e-09,-2.96440919383e-10,1.0,2334.0,0.0,2.0,0.0,-1.76951289177e-08,30.0,273606.0,4.0
G02,2024-10-02 08:00:00,-0.000345902051777,8.071765478230001e-12,0.0,40.0,-46.25,4.20946105524e-09,-2.24582540373,-2.11037695408e-06,0.0161798483459,1.2151896953600002e-05,5153.6907062499995,288000.0,3.91155481339e-08,-0.31834090579900004,2.9057264327999997e-07,0.967195156955,143.40625,-1.12452861411,-7.58567311659e-09,-2.03222750758e-10,1.0,2334.0,0.0,2.0,0.0,-1.76951289177e-08,40.0,280806.0,4.0
G02,2024-10-02 10:00:00,-0.000345843378454,8.071765478230001e-12,0.0,46.0,-39.09375,4.275892393800001e-09,-1.19560198448,-2.13831663132e-06,0.0161799930502,1.2608245015100001e-05,5153.69229698,295200.0,-3.18512320518e-07,-0.318398104433,-4.842877388e-08,0.967191916591,146.5625,-1.12458312244,-8.06176437627e-09,-9.643258823289998e-11,1.0,2334.0,0.0,2.0,0.0,-1.76951289177e-08,46.0,288018.0,4.0
G02,2024-10-02 12:00:00,-0.00034578517079350004,8.071765478235e-12,0.0,48.0,-46.0625,4.354467095319e-09,-0.1455372216152,-2.641230821609e-06,0.01617759466171,1.1496245861050002e-05,5153.686660767,302400.0,-1.788139343262e-07,-0.31845647632760005,-1.974403858185e-07,0.9671913372757001,166.21875,-1.124478338008,-8.118195298277e-09,-1.107188976008e-10,1.0,2334.0,0.0,2.0,0.0,-1.769512891769e-08,48.0,295218.0,4.0
G02,2024-10-02 14:00:00,-0.0003457264974713,8.071765478235e-12,0.0,53.0,-64.75,4.2191043140580004e-09,0.9045419700095,-3.576278686523e-06,0.01618001109455,1.1023133993150001e-05,5153.692056656,309600.0,0.0,-0.31851501206870003,-3.6135315895079995e-07,0.9671906643334,174.875,-1.124387089955,-8.034620388475e-09,-1.25719522437e-10,1.0,2334.0,0.0,2.0,0.0,-1.769512891769e-08,53.0,302418.0,4.0
G02,2024-10-02 16:00:00,-0.0003456682898104,8.071765478235e-12,0.0,71.0,-73.40625,4.080884270924e-09,1.954754695334,-3.7755817174909996e-06,0.0161804065574,1.071766018867e-05,5153.690786362,316800.0,2.812594175339e-07,-0.31857023722620004,3.725290298462e-08,0.9671912714444,175.125,-1.124433623917,-7.589244693933e-09,-2.417957860507e-10,1.0,2334.0,0.0,2.0,0.0,-1.769512891769e-08,71.0,309618.0,4.0
G02,2024-10-02 17:59:44,-0.00034560961648820004,8.071765478235e-12,0.0,3.0,-73.8125,3.956236221690001e-09,3.002548250084,-3.822147846222e-06,0.01617902785074,1.1079013347630001e-05,5153.693508148,323984.0,1.788139343262e-07,-0.318624635835,1.471489667892e-07,0.9671894969247999,163.0625,-1.12439443673,-7.553171762779e-09,-2.178662178596e-10,1.0,2334.0,0.0,2.0,0.0,-1.769512891769e-08,3.0,321486.0,4.0
G02,2024-10-02 18:00:00,-0.00034560961648820004,8.071765478235e-12,0.0,72.0,-73.8125,3.956236221690001e-09,3.004881995019,-3.822147846222e-06,0.016179028316399998,1.1079013347630001e-05,5153.693502426,324000.0,1.788139343262e-07,-0.31862475872010004,1.471489667892e-07,0.9671894793697,163.0625,-1.124394413323,-7.553171762779e-09,-2.178662178596e-10,1.0,2334.0,0.0,2.0,0.0,-1.769512891769e-08,72.0,316818.0,4.0
G02,2024-10-02 19:59:44,-0.000345550943166,8.071765478230001e-12,0.0,4.0,-63.9375,3.964093691840001e-09,-2.23052814629,-3.02121043205e-06,0.016180199338100002,1.1485069990200002e-05,5153.6908741,331184.0,1.1175870895399999e-07,-0.31867891887300004,2.96160578728e-07,0.967187726794,156.0625,-1.12433846987,-7.624603309620001e-09,-2.2750947668300001e-10,1.0,2334.0,0.0,2.0,0.0,-1.76951289177e-08,4.0,324006.0,4.0
G02,2024-10-02 22:00:00,-0.000345492269844,8.071765478230001e-12,0.0,13.0,-57.375,4.03766818509e-09,-1.17798591264,-2.96160578728e-06,0.0161804052768,1.19172036648e-05,5153.692066189999,338400.0,-2.40281224251e-07,-0.31873621406,5.4016709327700004e-08,0.9671845156890001,157.53125,-1.12437988508,-8.03497754621e-09,-1.5000624836200002e-10,1.0,2334.0,0.0,2.0,0.0,-1.76951289177e-08,13.0,331206.0,4.0
G02,2024-10-03 00:00:00,-0.00034543406218290004,8.185452315956e-12,0.0,41.0,-61.28125,4.137315192927e-09,-0.12789436813660002,-3.1869858503339998e-06,0.01617846486624,1.1250376701350002e-05,5153.687662124999,345600.0,-2.4028122425079997e-07,-0.3187931815528,-2.384185791016e-07,0.9671830279010001,173.46875,-1.124304380956,-8.03676333488e-09,-3.446572134992e-10,1.0,2334.0,0.0,2.0,0.0,-1.769512891769e-08,41.0,338418.0,4.0
