satelite_id,Datetime,a0,a1,a2,X,Vx,ax,Health,Y,Vy,ay,Accurracy code,Z,Vz,az,IODN
S21,2024-09-25 23:59:12,0.0,0.0,345615.0,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,47.0
S21,2024-09-26 00:01:04,0.0,0.0,345679.0,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,48.0
S21,2024-09-26 00:01:20,0.0,0.0,345680.0,42004.684,0.0,0.0,0.0,-3674.93296,0.0,0.0,15.0,0.0,0.0,0.0,4.0
S21,2024-09-26 00:03:12,0.0,0.0,345801.0,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,49.0
S21,2024-09-26 00:03:22,0.0,0.0,345802.0,42004.684,0.0,0.0,0.0,-3674.93296,0.0,0.0,15.0,0.0,0.0,0.0,12.0
S21,2024-09-26 00:05:20,0.0,0.0,345923.0,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,50.0
S21,2024-09-26 00:05:24,0.0,0.0,345924.0,42004.684,0.0,0.0,0.0,-3674.93296,0.0,0.0,15.0,0.0,0.0,0.0,20.0
S21,2024-09-26 00:06:28,0.0,0.0,345988.0,42004.684,0.0,0.0,0.0,-3674.93296,0.0,0.0,15.0,0.0,0.0,0.0,20.0
S21,2024-09-26 00:07:28,0.0,0.0,346048.0,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,51.0
S21,2024-09-26 00:07:29,0.0,0.0,346049.0,42004.684,0.0,0.0,0.0,-3674.93296,0.0,0.0,15.0,0.0,0.0,0.0,28.0
S21,2024-09-26 00:09:20,0.0,0.0,346171.0,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,52.0
S21,2024-09-26 00:09:32,0.0,0.0,346172.0,42004.684,0.0,0.0,0.0,-3674.93296,0.0,0.0,15.0,0.0,0.0,0.0,35.0
S21,2024-09-26 00:11:28,0.0,0.0,346296.0,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,53.0
S21,2024-09-26 00:11:37,0.0,0.0,346297.0,42004.684,0.0,0.0,0.0,-3674.93296,0.0,0.0,15.0,0.0,0.0,0.0,43.0
S21,2024-09-26 00:13:36,0.0,0.0,346418.0,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,54.0
S21,2024-09-26 00:13:39,0.0,0.0,346419.0,42004.684,0.0,0.0,0.0,-3674.93296,0.0,0.0,15.0,0.0,0.0,0.0,51.0
S21,2024-09-26 00:15:28,0.0,0.0,346540.0,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,55.0
S21,2024-09-26 00:15:41,0.0,0.0,346541.0,42004.684,0.0,0.0,0.0,-3674.93296,0.0,0.0,15.0,0.0,0.0,0.0,58.0
S21,2024-09-26 00:17:36,0.0,0.0,346665.0,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,56.0
S21,2024-09-26 00:18:47,0.0,0.0,346727.0,42004.684,0.0,0.0,0.0,-3674.93296,0.0,0.0,15.0,0.0,0.0,0.0,66.0
S21,2024-09-26 00:19:44,0.0,0.0,346787.0,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,57.0
S21,2024-09-26 00:19:48,0.0,0.0,346788.0,42004.684,0.0,0.0,0.0,-3674.93296,0.0,0.0,15.0,0.0,0.0,0.0,74.0
S21,2024-09-26 00:21:52,0.0,0.0,346912.0,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,58.0
S21,2024-09-26 00:21:53,0.0,0.0,346913.0,42004.684,0.0,0.0,0.0,-3674.93296,0.0,0.0,15.0,0.0,0.0,0.0,82.0
S21,2024-09-26 00:23:44,0.0,0.0,347034.0,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,59.0
S21,2024-09-26 00:24:56,0.0,0.0,347096.0,42004.684,0.0,0.0,0.0,-3674.93296,0.0,0.0,15.0,0.0,0.0,0.0,89.0
S21,2024-09-26 00:25:52,0.0,0.0,347156.0,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,60.0
S21,2024-09-26 00:25:57,0.0,0.0,347157.0,42004.684,0.0,0.0,0.0,-3674.93296,0.0,0.0,15.0,0.0,0.0,0.0,97.0
S21,2024-09-26 00:28:00,0.0,0.0,347283.0,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,61.0
S21,2024-09-26 00:28:04,0.0,0.0,347284.0,42004.684,0.0,0.0,0.0,-3674.93296,0.0,0.0,15.0,0.0,0.0,0.0,105.0
S21,2024-09-26 00:30:08,0.0,0.0,347408.0,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,62.0
S21,2024-09-26 00:30:09,0.0,0.0,347409.0,42004.684,0.0,0.0,0.0,-3674.93296,0.0,0.0,15.0,0.0,0.0,0.0,112.99999999999999
S21,2024-09-26 00:32:00,0.0,0.0,347534.0,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,63.0
S21,2024-09-26 00:32:15,0.0,0.0,347535.0,42004.684,0.0,0.0,0.0,-3674.93296,0.0,0.0,15.0,0.0,0.0,0.0,120.0
S21,2024-09-26 00:34:08,0.0,0.0,347657.0,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,64.0
S21,2024-09-26 00:34:18,0.0,0.0,347658.0,42004.684,0.0,0.0,0.0,-3674.93296,0.0,0.0,15.0,0.0,0.0,0.0,128.0
S21,2024-09-26 00:36:16,0.0,0.0,347782.0,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,65.0
S21,2024-09-26 00:36:23,0.0,0.0,347783.0,42004.684,0.0,0.0,0.0,-3674.93296,0.0,0.0,15.0,0.0,0.0,0.0,136.0
S21,2024-09-26 00:38:24,0.0,0.0,347908.0,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,66.0
S21,2024-09-26 00:38:29,0.0,0.0,347909.0,42004.684,0.0,0.0,0.0,-3674.93296,0.0,0.0,15.0,0.0,0.0,0.0,144.0
S21,2024-09-26 00:40:32,0.0,0.0,348035.0,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,67.0
S21,2024-09-26 00:40:36,0.0,0.0,348036.0,42004.684,0.0,0.0,0.0,-3674.93296,0.0,0.0,15.0,0.0,0.0,0.0,152.0
S21,2024-09-26 00:42:24,0.0,0.0,348158.0,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,68.0
S21,2024-09-26 00:42:39,0.0,0.0,348159.0,42004.684,0.0,0.0,0.0,-3674.93296,0.0,0.0,15.0,0.0,0.0,0.0,159.0
S21,2024-09-26 00:44:48,0.0,0.0,348289.0,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,69.0
S21,2024-09-26 00:44:50,0.0,0.0,348290.0,42004.684,0.0,0.0,0.0,-3674.93296,0.0,0.0,15.0,0.0,0.0,0.0,168.0
S21,2024-09-26 00:46:40,0.0,0.0,348415.0,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,70.0
S21,2024-09-26 00:46:56,0.0,0.0,348416.0,42004.684,0.0,0.0,0.0,-3674.93296,0.0,0.0,15.0,0.0,0.0,0.0,175.0
S21,2024-09-26 00:48:48,0.0,0.0,348537.0,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,71.0
