satelite_id,Datetime,a0,a1,a2,X,Vx,ax,Health,Y,Vy,ay,Accurracy code,Z,Vz,az,IODN
S21,2024-10-01 23:59:28,0.0,0.0,259240.0,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,86.0
S21,2024-10-02 00:01:36,0.0,0.0,259303.00000000003,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,87.0
S21,2024-10-02 00:01:44,0.0,0.0,259303.99999999997,42004.684,0.0,0.0,0.0,-3674.93296,0.0,0.0,15.0,0.0,0.0,0.0,6.0
S21,2024-10-02 00:03:44,0.0,0.0,259428.0,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,88.0
S21,2024-10-02 00:03:49,0.0,0.0,259429.0,42004.684,0.0,0.0,0.0,-3674.93296,0.0,0.0,15.0,0.0,0.0,0.0,14.0
S21,2024-10-02 00:05:52,0.0,0.0,259554.00000000003,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,89.0
S21,2024-10-02 00:06:56,0.0,0.0,259615.99999999997,42004.684,0.0,0.0,0.0,-3674.93296,0.0,0.0,15.0,0.0,0.0,0.0,22.0
S21,2024-10-02 00:07:44,0.0,0.0,259676.99999999997,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,90.0
S21,2024-10-02 00:07:58,0.0,0.0,259678.0,42004.684,0.0,0.0,0.0,-3674.93296,0.0,0.0,15.0,0.0,0.0,0.0,29.0
S21,2024-10-02 00:09:52,0.0,0.0,259802.0,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,91.0
S21,2024-10-02 00:10:03,0.0,0.0,259803.0,42004.684,0.0,0.0,0.0,-3674.93296,0.0,0.0,15.0,0.0,0.0,0.0,37.0
S21,2024-10-02 00:12:00,0.0,0.0,259927.99999999997,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,92.0
S21,2024-10-02 00:12:09,0.0,0.0,259929.0,42004.684,0.0,0.0,0.0,-3674.93296,0.0,0.0,15.0,0.0,0.0,0.0,45.0
S21,2024-10-02 00:14:08,0.0,0.0,260051.0,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,93.0
S21,2024-10-02 00:14:12,0.0,0.0,260052.0,42004.684,0.0,0.0,0.0,-3674.93296,0.0,0.0,15.0,0.0,0.0,0.0,53.0
S21,2024-10-02 00:16:16,0.0,0.0,260176.0,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,94.0
S21,2024-10-02 00:16:17,0.0,0.0,260177.0,42004.684,0.0,0.0,0.0,-3674.93296,0.0,0.0,15.0,0.0,0.0,0.0,61.0
S21,2024-10-02 00:18:08,0.0,0.0,260302.0,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,95.0
S21,2024-10-02 00:18:23,0.0,0.0,260303.0,42004.684,0.0,0.0,0.0,-3674.93296,0.0,0.0,15.0,0.0,0.0,0.0,68.0
S21,2024-10-02 00:20:16,0.0,0.0,260425.0,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,96.0
S21,2024-10-02 00:20:26,0.0,0.0,260426.0,42004.684,0.0,0.0,0.0,-3674.93296,0.0,0.0,15.0,0.0,0.0,0.0,76.0
S21,2024-10-02 00:22:24,0.0,0.0,260550.00000000003,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,97.0
S21,2024-10-02 00:22:31,0.0,0.0,260551.00000000003,42004.684,0.0,0.0,0.0,-3674.93296,0.0,0.0,15.0,0.0,0.0,0.0,84.0
S21,2024-10-02 00:23:33,0.0,0.0,260612.99999999997,42004.684,0.0,0.0,0.0,-3674.93296,0.0,0.0,15.0,0.0,0.0,0.0,84.0
S21,2024-10-02 00:24:32,0.0,0.0,260676.0,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,98.0
S21,2024-10-02 00:24:37,0.0,0.0,260677.0,42004.684,0.0,0.0,0.0,-3674.93296,0.0,0.0,15.0,0.0,0.0,0.0,92.0
S21,2024-10-02 00:26:24,0.0,0.0,260799.0,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,99.0
S21,2024-10-02 00:26:40,0.0,0.0,260800.0,42004.684,0.0,0.0,0.0,-3674.93296,0.0,0.0,15.0,0.0,0.0,0.0,99.0
S21,2024-10-02 00:28:32,0.0,0.0,260923.99999999997,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,100.0
S21,2024-10-02 00:28:45,0.0,0.0,260924.99999999997,42004.684,0.0,0.0,0.0,-3674.93296,0.0,0.0,15.0,0.0,0.0,0.0,107.0
S21,2024-10-02 00:30:40,0.0,0.0,261051.0,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,101.0
S21,2024-10-02 00:30:52,0.0,0.0,261052.00000000003,42004.684,0.0,0.0,0.0,-3674.93296,0.0,0.0,15.0,0.0,0.0,0.0,114.99999999999999
S21,2024-10-02 00:32:48,0.0,0.0,261178.0,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,102.0
S21,2024-10-02 00:32:59,0.0,0.0,261179.0,42004.684,0.0,0.0,0.0,-3674.93296,0.0,0.0,15.0,0.0,0.0,0.0,123.0
S21,2024-10-02 00:34:56,0.0,0.0,261305.0,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,103.0
S21,2024-10-02 00:35:06,0.0,0.0,261306.0,42004.684,0.0,0.0,0.0,-3674.93296,0.0,0.0,15.0,0.0,0.0,0.0,131.0
S21,2024-10-02 00:37:04,0.0,0.0,261434.0,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,104.0
S21,2024-10-02 00:37:15,0.0,0.0,261435.0,42004.684,0.0,0.0,0.0,-3674.93296,0.0,0.0,15.0,0.0,0.0,0.0,139.0
S21,2024-10-02 00:39:12,0.0,0.0,261560.00000000003,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,105.0
S21,2024-10-02 00:39:21,0.0,0.0,261561.00000000003,42004.684,0.0,0.0,0.0,-3674.93296,0.0,0.0,15.0,0.0,0.0,0.0,147.0
S21,2024-10-02 00:41:20,0.0,0.0,261682.00000000003,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,106.0
S21,2024-10-02 00:41:23,0.0,0.0,261683.00000000003,42004.684,0.0,0.0,0.0,-3674.93296,0.0,0.0,15.0,0.0,0.0,0.0,155.0
S21,2024-10-02 00:43:28,0.0,0.0,261808.0,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,107.0
S21,2024-10-02 00:43:29,0.0,0.0,261809.0,42004.684,0.0,0.0,0.0,-3674.93296,0.0,0.0,15.0,0.0,0.0,0.0,163.0
S21,2024-10-02 00:45:20,0.0,0.0,261930.0,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,108.0
S21,2024-10-02 00:45:31,0.0,0.0,261931.0,42004.684,0.0,0.0,0.0,-3674.93296,0.0,0.0,15.0,0.0,0.0,0.0,170.0
S21,2024-10-02 00:47:28,0.0,0.0,262052.0,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,109.00000000000001
S21,2024-10-02 00:47:33,0.0,0.0,262053.0,42004.684,0.0,0.0,0.0,-3674.93296,0.0,0.0,15.0,0.0,0.0,0.0,178.0
S21,2024-10-02 00:49:36,0.0,0.0,262180.0,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,110.00000000000001
S21,2024-10-02 00:49:41,0.0,0.0,262181.0,42004.684,0.0,0.0,0.0,-3674.93296,0.0,0.0,15.0,0.0,0.0,0.0,186.0
S21,2024-10-02 00:51:44,0.0,0.0,262305.0,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,111.00000000000001
S21,2024-10-02 00:51:46,0.0,0.0,262306.0,42004.684,0.0,0.0,0.0,-3674.93296,0.0,0.0,15.0,0.0,0.0,0.0,194.0
S21,2024-10-02 00:53:36,0.0,0.0,262431.0,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,112.00000000000001
S21,2024-10-02 00:53:52,0.0,0.0,262432.0,42004.684,0.0,0.0,0.0,-3674.93296,0.0,0.0,15.0,0.0,0.0,0.0,200.99999999999997
S21,2024-10-02 00:55:44,0.0,0.0,262558.0,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,112.99999999999999
S21,2024-10-02 00:55:59,0.0,0.0,262559.0,42004.684,0.0,0.0,0.0,-3674.93296,0.0,0.0,15.0,0.0,0.0,0.0,209.0
S21,2024-10-02 00:57:52,0.0,0.0,262685.0,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,113.99999999999999
S21,2024-10-02 00:58:06,0.0,0.0,262686.0,42004.684,0.0,0.0,0.0,-3674.93296,0.0,0.0,15.0,0.0,0.0,0.0,217.0
S21,2024-10-02 01:00:00,0.0,0.0,262812.0,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,114.99999999999999
S21,2024-10-02 01:00:13,0.0,0.0,262813.0,42004.684,0.0,0.0,0.0,-3674.93296,0.0,0.0,15.0,0.0,0.0,0.0,225.0
S21,2024-10-02 01:02:08,0.0,0.0,262940.0,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,115.99999999999999
S21,2024-10-02 01:02:21,0.0,0.0,262941.0,42004.684,0.0,0.0,0.0,-3674.93296,0.0,0.0,15.0,0.0,0.0,0.0,233.0
S21,2024-10-02 01:04:16,0.0,0.0,263067.0,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,117.0
S21,2024-10-02 01:04:28,0.0,0.0,263068.0,42004.684,0.0,0.0,0.0,-3674.93296,0.0,0.0,15.0,0.0,0.0,0.0,241.0
S21,2024-10-02 01:06:24,0.0,0.0,263194.0,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,118.0
S21,2024-10-02 01:06:35,0.0,0.0,263195.0,42004.684,0.0,0.0,0.0,-3674.93296,0.0,0.0,15.0,0.0,0.0,0.0,249.00000000000003
S21,2024-10-02 01:08:32,0.0,0.0,263323.0,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,119.0
S21,2024-10-02 01:08:44,0.0,0.0,263324.0,42004.684,0.0,0.0,0.0,-3674.93296,0.0,0.0,15.0,0.0,0.0,0.0,1.0
S21,2024-10-02 01:10:40,0.0,0.0,263450.0,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,120.0
S21,2024-10-02 01:10:51,0.0,0.0,263451.0,42004.684,0.0,0.0,0.0,-3674.93296,0.0,0.0,15.0,0.0,0.0,0.0,9.0
S21,2024-10-02 01:12:48,0.0,0.0,263578.0,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,121.0
S21,2024-10-02 01:12:59,0.0,0.0,263579.0,42004.684,0.0,0.0,0.0,-3674.93296,0.0,0.0,15.0,0.0,0.0,0.0,17.0
S21,2024-10-02 01:14:56,0.0,0.0,263705.0,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,122.0
S21,2024-10-02 01:15:06,0.0,0.0,263706.0,42004.684,0.0,0.0,0.0,-3674.93296,0.0,0.0,15.0,0.0,0.0,0.0,25.0
S21,2024-10-02 01:17:04,0.0,0.0,263828.0,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,123.0
S21,2024-10-02 01:17:09,0.0,0.0,263829.0,42004.684,0.0,0.0,0.0,-3674.93296,0.0,0.0,15.0,0.0,0.0,0.0,33.0
S21,2024-10-02 01:19:12,0.0,0.0,263953.0,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,124.0
S21,2024-10-02 01:19:14,0.0,0.0,263954.0,42004.684,0.0,0.0,0.0,-3674.93296,0.0,0.0,15.0,0.0,0.0,0.0,41.0
S21,2024-10-02 01:21:20,0.0,0.0,264080.0,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,125.0
S21,2024-10-02 01:21:21,0.0,0.0,264081.0,42004.684,0.0,0.0,0.0,-3674.93296,0.0,0.0,15.0,0.0,0.0,0.0,49.0
S21,2024-10-02 01:23:12,0.0,0.0,264203.0,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,126.0
S21,2024-10-02 01:23:24,0.0,0.0,264204.0,42004.684,0.0,0.0,0.0,-3674.93296,0.0,0.0,15.0,0.0,0.0,0.0,56.0
S21,2024-10-02 01:25:20,0.0,0.0,264328.0,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,127.0
S21,2024-10-02 01:25:29,0.0,0.0,264329.0,42004.684,0.0,0.0,0.0,-3674.93296,0.0,0.0,15.0,0.0,0.0,0.0,64.0
S21,2024-10-02 01:27:28,0.0,0.0,264454.0,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,128.0
S21,2024-10-02 01:27:35,0.0,0.0,264455.0,42004.684,0.0,0.0,0.0,-3674.93296,0.0,0.0,15.0,0.0,0.0,0.0,72.0
S21,2024-10-02 01:29:36,0.0,0.0,264577.0,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,129.0
S21,2024-10-02 01:29:38,0.0,0.0,264578.0,42004.684,0.0,0.0,0.0,-3674.93296,0.0,0.0,15.0,0.0,0.0,0.0,80.0
S21,2024-10-02 01:31:28,0.0,0.0,264702.0,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,130.0
S21,2024-10-02 01:31:43,0.0,0.0,264703.0,42004.684,0.0,0.0,0.0,-3674.93296,0.0,0.0,15.0,0.0,0.0,0.0,87.0
S21,2024-10-02 01:33:36,0.0,0.0,264828.0,42004.684,0.0,0.0,63.0,-3674.93296,0.0,0.0,32767.0,0.0,0.0,0.0,131.0
S21,2024-10-02 01:33:49,0.0,0.0,264829.0,42004.684,0.0,0.0,0.0,-3674.93296,0.0,0.0,15.0,0.0,0.0,0.0,95.0
